,Unnamed: 0,Likes,Dislikes,Views,Comments,Title,Category_id,Tags,Written_day,Written_time
75,75,73661,,16846007,3215,"Sơn Tùng M-TP ""đổ máu"" vì Gà giòn vui vẻ",People & Blogs,"['Son Tung M-TP', 'Sơn Tùng', 'gà giòn vui vè', 'gà chiên', 'gà rán', 'giòn da', 'chảy máu', 'Trọng khang', 'bé Tường', 'Tôi thấy hoa vàng trên có xanh', 'mỏng bột', 'rộn ràng', 'vui vẻ', 'anh em', 'fast food', 'thức ăn nhanh', 'gà giòn không mỡ', 'gà', 'Jollibee', 'Chicken', 'Food', 'Crunchy', 'giòn tan']",2015-11-12,11:03:22
76,76,4082,,1166277,126,Hậu trường quay clip “Gà giòn vui vẻ” của Sơn Tùng M-TP và bé Trọng Khang,People & Blogs,"['Jollibee', 'Sơn Tùng', 'Son Tung', 'bé Tường', 'gà', 'gà rán', 'gà chiên', 'thức ăn nhanh', 'Tôi thấy hoa vàng trên cỏ xanh', 'Trọng Khang', 'mỏng bột', 'ngon rộn rã', 'giòn da', 'gà giòn vui vẻ', 'Son Tung M-TP']",2015-11-11,11:58:46
77,77,6639,,1597904,0,Sơn Tùng và Trọng Khang thưởng thức Gà Giòn Vui Vẻ tại Jollibee,People & Blogs,"['Jollibee', 'gà', 'gà rán', 'gà chiên', 'gà giòn vui vẻ', 'Giòn da', 'mỏng bột', 'ngon rộn rã', 'Sơn Tùng', 'Trọng Khang', 'Tường', 'jollibee viet nam', 'jollibee vietnam']",2015-11-02,18:21:20
78,78,56,,12699,0,"Jollibee - Gà Giòn Vui Vẻ - Ngoài giòn rụm, trong thấm mềm",Entertainment,,2022-10-03,15:36:25
79,79,56,,13652,0,"Bụng đói chẳng cần đi xa, gọi gà giòn Jollibee ăn ngon mọi lúc, vui mọi nơi",Entertainment,,2022-10-01,10:00:30
80,80,123,,20383,0,"Jollibee - Gà Giòn Vui Vẻ - Ngoài giòn rụm, trong thấm mềm - Câu chuyện gia đình",Entertainment,"['jollibeevietnam', 'jollibee', 'gagionvuive', 'jollifan', 'jollibeeapp', 'family', 'gagion', 'giadinh', 'chickenjoy']",2022-08-01,17:59:23
81,81,69,,13039,0,"Jollibee - Gà Giòn Vui Vẻ - Ngoài giòn rụm, trong thấm mềm - Câu chuyện bạn bè",Entertainment,"['jollibee', 'jollibeevietnam', 'gagionvuive', 'jollifan', 'chickenjoy', 'jollibeeapp', 'friend']",2022-08-01,17:59:20
82,82,168,,27329,24,JOLLIBEE - Chào mừng cửa hàng thứ 150 tại Thành phố Đà Nẵng,Entertainment,"['jollibee', 'jollibeevietnam', 'gagionvuive', 'myysotbobam', 'jollifan', 'grandopening', 'cuahang150']",2022-06-11,16:53:26
83,83,523,,131310,32,"JOLLIBEE - No phủ phê, ngon quên lối về với Combo “CẶP ĐÔI ĂN Ý” cho toàn khu vực miền Nam",Entertainment,"['jollibee', 'jollibee viet nam', 'do an nhanh', 'fast food', 'ga ran', 'ga gion vui ve', 'combo 139K', 'cap doi an y', 'quang cao ga ran', 'kfc', 'lotteria', 'popeyes', 'thuc an nhanh', 'cach lam ga ran', 'cach lam my y']",2021-03-17,22:31:22
84,84,277,,88945,6,"JOLLIBEE - No phủ phê, ngon quên lối về với Combo “CẶP ĐÔI ĂN Ý” cho khu vực miền Bắc & miền Trung",Entertainment,"['jollibee', 'jollibeevietnam', 'combo139k', 'capdoiany', 'GaGionVuiVe', 'jollibee viet nam', 'ga ran', 'fast food', 'kfc', 'lotteria', 'popeyes', 'ga gion vui ve', 'my y sot bo bam', 'cap doi an y', 'thuc anh nhanh', 'cach lam ga ran', 'cach lam my y']",2021-03-17,13:00:36
85,85,620,,174339,25,"Jollibee - Gà Giòn Vui Vẻ - Woww ngon giòn rụm, tuyệt vời!",Entertainment,"['jollibee', 'jollibee vietnam', 'chickenjoy', 'ga gion vui ve', 'quang cao hay', 'quang cao cho be', 'ga ran', 'KFC', 'Lotteria', 'KFC Vietnam', 'Lotteria Vietnam', 'Popeyes Vietnam', 'Ga ran popeyes', 'ga gion', 'da gion']",2019-10-25,17:17:36
86,86,409,,115086,21,"Jollibee - Gà Giòn Vui Vẻ - Vừa thơm, da giòn rụm, ăn rất ngon!",Entertainment,"['jollibee', 'jollibee vietnam', 'chickenjoy', 'ga gion vui ve', 'quang cao hay', 'quang cao cho be', 'ga ran', 'KFC', 'Lotteria', 'KFC Vietnam', 'Lotteria Vietnam', 'Popeyes Vietnam', 'Ga ran popeyes', 'ga gion', 'da gion']",2019-10-25,17:13:41
87,87,342,,83489,10,"JOLLIBEE - GÀ GIÒN VUI VẺ - TRIỆU NGƯỜI ĂN, TRIỆU NGƯỜI YÊU",Entertainment,"['GÀ RÁN', 'jollibee', 'gà chiên', 'gà giòn', 'gà giòn vui vẻ', 'jollibee việt nam', 'jollibee philippines', 'KFC', 'KFC vietnam', 'Lotteria', 'fast food', 'thức ăn nhanh', 'quảng cáo mới']",2019-08-02,12:07:15
88,88,498,,890267,23,"JOLLIBEE - Gà Giòn Vui Vẻ - Triệu người ăn, Triệu người yêu",Entertainment,"['gà rán', 'gà giòn vui vẻ', 'jollibee', 'kfc', 'popeyes', 'quảng cáo vui', 'quảng cáo hay', 'lotteria', 'gà giòn', 'giòn rụm']",2019-07-26,14:05:08
89,89,469,,1665235,33,Khảo sát bí ẩn... và kết quả JOLLIBEE - Gà Giòn Vui Vẻ ngon bất ngờ!!!,Entertainment,"['gà rán', 'gà giòn', 'chickenjoy', 'jollibee', 'kfc', 'popeyes', 'lotteria', 'mcdonalds', 'mcdo', 'jollibee việt nam', 'jollibee philippines', 'triệu người ăn', 'triệu người yêu', 'quảng cáo vui', 'quảng cáo', 'quảng cáo cho bé', 'quảng cáo hay']",2019-07-13,06:19:46
90,90,2210,,10038359,75,"Jollibee - Gà Giòn Vui Vẻ - Ngon giòn rụm, bừng vị vui",Entertainment,"['chickenjoy', 'jollibee việt nam', 'jollibee vietnam', 'jollibeevn', 'gà giòn vui vẻ', 'gà rán', 'gà chiên', 'quảng cáo cho bé', 'quảng cáo vui', 'nhạc thiếu nhi', 'kfc', 'lotteria', 'mẹ và bé', 'nhạc gia đình', 'bài hát cho bé', 'ngon giòn rụm', 'bừng vị vui']",2019-04-15,14:03:04
91,91,403,,99042,11,"Jollibee - ""Gà Giòn Vui Vẻ"" - Ngon Giòn Rụm Bừng Vị Vui",Entertainment,"['gà rán', 'gà chiên', 'gà giòn', 'jollibee', 'kfc', 'mcdonalds', 'kfc việt nam', 'lotteria', 'fastfoods', 'thức ăn nhanh', 'ngon ngòn rụm', 'giòn rụm', 'bừng vị vui', 'vui vẻ', 'thiếu nhi', 'quảng cáo vui', 'quảng cáo hay', 'quảng cáo cho bé', 'nhạc cho bé', 'nhạc thiếu nhi']",2019-04-03,11:54:37
92,92,431,,145714,13,"Jollibee - ""Gà Giòn Vui Vẻ"" - Ngon Giòn Rụm Bừng Vị Vui",Entertainment,"['jollibee', 'jollibee việt nam', 'jollibee vietnam', 'gà rán', 'kfc', 'lotteria', 'gà giòn', 'gà giòn vui vẻ', 'gà chiên', 'thức ăn nhanh', 'quảng cáo cho bé', 'quảng cáo hay', 'ngon', 'giòn rụm', 'bừng vị vui']",2019-03-13,07:33:22
93,93,840,,9131937,36,Jollibee - Bài ca Gà Giòn Vui Vẻ,Entertainment,"['jollibee', 'gà giòn vui vẻ', 'chickenjoy', 'jollibee việt nam', 'việt nam', 'fastfood', 'gà rán', 'gà giòn', 'ngon', 'giòn rụm', 'tưng bừng', 'nhạc thiếu nhi', 'nhạc cho bé', 'quảng cáo cho thiếu nhi', 'quảng cáo cho bé', 'gia đình hạnh phúc', 'chickendance', 'chicken', 'dance', 'chickendancing', 'bài hát gà giòn', 'KFC', 'lotteria', 'Popeyes', 'texas chicken', 'chicken dance', 'nhạc quảng cáo', 'jollibee vietnam']",2019-03-11,13:23:34
94,94,749,,181417,23,JOLLIBEE - THẾ NÀO LÀ TRẢI NGHIỆM GIÒN RỤM CỰC ĐÃ??,Comedy,"['jollibee', 'gà rán', 'gà giòn', 'kfc', 'lotteria', 'gà giòn vui vẻ', 'giòn rụm cực đã', 'trải nghiệm', 'mẹ và bé', 'quảng cáo cho bé']",2018-11-20,17:49:18
95,95,1347,,11535453,38,JOLLIBEE - BÉ LÀM THẾ NÀO ĐỂ DỤ BA MẸ ĂN???,Comedy,"['kids', 'baby', 'dụ bé ăn', 'quảng cáo cho thiếu nhi', 'quảng cáo', 'gà giòn', 'jollibee', 'jollibee việt nam', 'gà rán', 'gà giòn vui vẻ', 'chickenjoy', 'mẹ và bé', 'quảng cáo mới nhất']",2018-11-19,23:01:18
96,96,580,,173229,13,JOLLIBEE - THẾ NÀO LÀ TRẢI NGHIỆM GIÒN RỤM CỰC ĐÃ??,People & Blogs,"['#JollibeeNiemVuiBatTan', '#GaGionVuiVe', '#GionRumCucDa']",2018-10-08,17:32:27
97,97,117026,,50295683,1642,JOLLIBEE - BÉ LÀM THẾ NÀO ĐỂ DỤ BA MẸ ĂN,People & Blogs,"['jollibee', 'jollibeevietnam', 'gà rán', 'gà giòn', 'chickenjoy', 'gà chiên', 'hoàng long', 'tám méng', 'giòn rụm']",2018-05-17,18:47:32
98,98,1482,,473027,0,Ku Tin bị thách đấu nhảy Vũ Điệu Cồng Chiêng,People & Blogs,,2016-07-11,18:05:39
99,99,1731,,1107055,0,Ku Tin “đập bàn tranh cãi” cực kì đáng yêu,People & Blogs,,2016-06-22,16:59:28
100,100,219837,,110258221,0,Ku Tin “đập bàn tranh cãi” cực kì đáng yêu,People & Blogs,"['Jollibee', 'Gà Giòn Vui Vẻ', 'khuyến mãi Jollibee', 'Jollibee Việt Nam', 'Chickenjoy', 'Ku Tin', 'Gà rán cho bé']",2016-06-04,23:48:16
101,101,73661,,16846007,3215,"Sơn Tùng M-TP ""đổ máu"" vì Gà giòn vui vẻ",People & Blogs,"['Son Tung M-TP', 'Sơn Tùng', 'gà giòn vui vè', 'gà chiên', 'gà rán', 'giòn da', 'chảy máu', 'Trọng khang', 'bé Tường', 'Tôi thấy hoa vàng trên có xanh', 'mỏng bột', 'rộn ràng', 'vui vẻ', 'anh em', 'fast food', 'thức ăn nhanh', 'gà giòn không mỡ', 'gà', 'Jollibee', 'Chicken', 'Food', 'Crunchy', 'giòn tan']",2015-11-12,11:03:22
102,102,4082,,1166277,126,Hậu trường quay clip “Gà giòn vui vẻ” của Sơn Tùng M-TP và bé Trọng Khang,People & Blogs,"['Jollibee', 'Sơn Tùng', 'Son Tung', 'bé Tường', 'gà', 'gà rán', 'gà chiên', 'thức ăn nhanh', 'Tôi thấy hoa vàng trên cỏ xanh', 'Trọng Khang', 'mỏng bột', 'ngon rộn rã', 'giòn da', 'gà giòn vui vẻ', 'Son Tung M-TP']",2015-11-11,11:58:46
103,103,6639,,1597904,0,Sơn Tùng và Trọng Khang thưởng thức Gà Giòn Vui Vẻ tại Jollibee,People & Blogs,"['Jollibee', 'gà', 'gà rán', 'gà chiên', 'gà giòn vui vẻ', 'Giòn da', 'mỏng bột', 'ngon rộn rã', 'Sơn Tùng', 'Trọng Khang', 'Tường', 'jollibee viet nam', 'jollibee vietnam']",2015-11-02,18:21:20
104,104,56,,12699,0,"Jollibee - Gà Giòn Vui Vẻ - Ngoài giòn rụm, trong thấm mềm",Entertainment,,2022-10-03,15:36:25
105,105,56,,13652,0,"Bụng đói chẳng cần đi xa, gọi gà giòn Jollibee ăn ngon mọi lúc, vui mọi nơi",Entertainment,,2022-10-01,10:00:30
106,106,123,,20383,0,"Jollibee - Gà Giòn Vui Vẻ - Ngoài giòn rụm, trong thấm mềm - Câu chuyện gia đình",Entertainment,"['jollibeevietnam', 'jollibee', 'gagionvuive', 'jollifan', 'jollibeeapp', 'family', 'gagion', 'giadinh', 'chickenjoy']",2022-08-01,17:59:23
107,107,69,,13039,0,"Jollibee - Gà Giòn Vui Vẻ - Ngoài giòn rụm, trong thấm mềm - Câu chuyện bạn bè",Entertainment,"['jollibee', 'jollibeevietnam', 'gagionvuive', 'jollifan', 'chickenjoy', 'jollibeeapp', 'friend']",2022-08-01,17:59:20
108,108,168,,27329,24,JOLLIBEE - Chào mừng cửa hàng thứ 150 tại Thành phố Đà Nẵng,Entertainment,"['jollibee', 'jollibeevietnam', 'gagionvuive', 'myysotbobam', 'jollifan', 'grandopening', 'cuahang150']",2022-06-11,16:53:26
109,109,523,,131310,32,"JOLLIBEE - No phủ phê, ngon quên lối về với Combo “CẶP ĐÔI ĂN Ý” cho toàn khu vực miền Nam",Entertainment,"['jollibee', 'jollibee viet nam', 'do an nhanh', 'fast food', 'ga ran', 'ga gion vui ve', 'combo 139K', 'cap doi an y', 'quang cao ga ran', 'kfc', 'lotteria', 'popeyes', 'thuc an nhanh', 'cach lam ga ran', 'cach lam my y']",2021-03-17,22:31:22
110,110,277,,88945,6,"JOLLIBEE - No phủ phê, ngon quên lối về với Combo “CẶP ĐÔI ĂN Ý” cho khu vực miền Bắc & miền Trung",Entertainment,"['jollibee', 'jollibeevietnam', 'combo139k', 'capdoiany', 'GaGionVuiVe', 'jollibee viet nam', 'ga ran', 'fast food', 'kfc', 'lotteria', 'popeyes', 'ga gion vui ve', 'my y sot bo bam', 'cap doi an y', 'thuc anh nhanh', 'cach lam ga ran', 'cach lam my y']",2021-03-17,13:00:36
111,111,620,,174339,25,"Jollibee - Gà Giòn Vui Vẻ - Woww ngon giòn rụm, tuyệt vời!",Entertainment,"['jollibee', 'jollibee vietnam', 'chickenjoy', 'ga gion vui ve', 'quang cao hay', 'quang cao cho be', 'ga ran', 'KFC', 'Lotteria', 'KFC Vietnam', 'Lotteria Vietnam', 'Popeyes Vietnam', 'Ga ran popeyes', 'ga gion', 'da gion']",2019-10-25,17:17:36
112,112,409,,115086,21,"Jollibee - Gà Giòn Vui Vẻ - Vừa thơm, da giòn rụm, ăn rất ngon!",Entertainment,"['jollibee', 'jollibee vietnam', 'chickenjoy', 'ga gion vui ve', 'quang cao hay', 'quang cao cho be', 'ga ran', 'KFC', 'Lotteria', 'KFC Vietnam', 'Lotteria Vietnam', 'Popeyes Vietnam', 'Ga ran popeyes', 'ga gion', 'da gion']",2019-10-25,17:13:41
113,113,342,,83489,10,"JOLLIBEE - GÀ GIÒN VUI VẺ - TRIỆU NGƯỜI ĂN, TRIỆU NGƯỜI YÊU",Entertainment,"['GÀ RÁN', 'jollibee', 'gà chiên', 'gà giòn', 'gà giòn vui vẻ', 'jollibee việt nam', 'jollibee philippines', 'KFC', 'KFC vietnam', 'Lotteria', 'fast food', 'thức ăn nhanh', 'quảng cáo mới']",2019-08-02,12:07:15
114,114,498,,890267,23,"JOLLIBEE - Gà Giòn Vui Vẻ - Triệu người ăn, Triệu người yêu",Entertainment,"['gà rán', 'gà giòn vui vẻ', 'jollibee', 'kfc', 'popeyes', 'quảng cáo vui', 'quảng cáo hay', 'lotteria', 'gà giòn', 'giòn rụm']",2019-07-26,14:05:08
115,115,469,,1665235,33,Khảo sát bí ẩn... và kết quả JOLLIBEE - Gà Giòn Vui Vẻ ngon bất ngờ!!!,Entertainment,"['gà rán', 'gà giòn', 'chickenjoy', 'jollibee', 'kfc', 'popeyes', 'lotteria', 'mcdonalds', 'mcdo', 'jollibee việt nam', 'jollibee philippines', 'triệu người ăn', 'triệu người yêu', 'quảng cáo vui', 'quảng cáo', 'quảng cáo cho bé', 'quảng cáo hay']",2019-07-13,06:19:46
116,116,2210,,10038359,75,"Jollibee - Gà Giòn Vui Vẻ - Ngon giòn rụm, bừng vị vui",Entertainment,"['chickenjoy', 'jollibee việt nam', 'jollibee vietnam', 'jollibeevn', 'gà giòn vui vẻ', 'gà rán', 'gà chiên', 'quảng cáo cho bé', 'quảng cáo vui', 'nhạc thiếu nhi', 'kfc', 'lotteria', 'mẹ và bé', 'nhạc gia đình', 'bài hát cho bé', 'ngon giòn rụm', 'bừng vị vui']",2019-04-15,14:03:04
117,117,403,,99042,11,"Jollibee - ""Gà Giòn Vui Vẻ"" - Ngon Giòn Rụm Bừng Vị Vui",Entertainment,"['gà rán', 'gà chiên', 'gà giòn', 'jollibee', 'kfc', 'mcdonalds', 'kfc việt nam', 'lotteria', 'fastfoods', 'thức ăn nhanh', 'ngon ngòn rụm', 'giòn rụm', 'bừng vị vui', 'vui vẻ', 'thiếu nhi', 'quảng cáo vui', 'quảng cáo hay', 'quảng cáo cho bé', 'nhạc cho bé', 'nhạc thiếu nhi']",2019-04-03,11:54:37
118,118,431,,145714,13,"Jollibee - ""Gà Giòn Vui Vẻ"" - Ngon Giòn Rụm Bừng Vị Vui",Entertainment,"['jollibee', 'jollibee việt nam', 'jollibee vietnam', 'gà rán', 'kfc', 'lotteria', 'gà giòn', 'gà giòn vui vẻ', 'gà chiên', 'thức ăn nhanh', 'quảng cáo cho bé', 'quảng cáo hay', 'ngon', 'giòn rụm', 'bừng vị vui']",2019-03-13,07:33:22
119,119,840,,9131937,36,Jollibee - Bài ca Gà Giòn Vui Vẻ,Entertainment,"['jollibee', 'gà giòn vui vẻ', 'chickenjoy', 'jollibee việt nam', 'việt nam', 'fastfood', 'gà rán', 'gà giòn', 'ngon', 'giòn rụm', 'tưng bừng', 'nhạc thiếu nhi', 'nhạc cho bé', 'quảng cáo cho thiếu nhi', 'quảng cáo cho bé', 'gia đình hạnh phúc', 'chickendance', 'chicken', 'dance', 'chickendancing', 'bài hát gà giòn', 'KFC', 'lotteria', 'Popeyes', 'texas chicken', 'chicken dance', 'nhạc quảng cáo', 'jollibee vietnam']",2019-03-11,13:23:34
120,120,749,,181417,23,JOLLIBEE - THẾ NÀO LÀ TRẢI NGHIỆM GIÒN RỤM CỰC ĐÃ??,Comedy,"['jollibee', 'gà rán', 'gà giòn', 'kfc', 'lotteria', 'gà giòn vui vẻ', 'giòn rụm cực đã', 'trải nghiệm', 'mẹ và bé', 'quảng cáo cho bé']",2018-11-20,17:49:18
121,121,1347,,11535453,38,JOLLIBEE - BÉ LÀM THẾ NÀO ĐỂ DỤ BA MẸ ĂN???,Comedy,"['kids', 'baby', 'dụ bé ăn', 'quảng cáo cho thiếu nhi', 'quảng cáo', 'gà giòn', 'jollibee', 'jollibee việt nam', 'gà rán', 'gà giòn vui vẻ', 'chickenjoy', 'mẹ và bé', 'quảng cáo mới nhất']",2018-11-19,23:01:18
122,122,580,,173229,13,JOLLIBEE - THẾ NÀO LÀ TRẢI NGHIỆM GIÒN RỤM CỰC ĐÃ??,People & Blogs,"['#JollibeeNiemVuiBatTan', '#GaGionVuiVe', '#GionRumCucDa']",2018-10-08,17:32:27
123,123,117026,,50295683,1642,JOLLIBEE - BÉ LÀM THẾ NÀO ĐỂ DỤ BA MẸ ĂN,People & Blogs,"['jollibee', 'jollibeevietnam', 'gà rán', 'gà giòn', 'chickenjoy', 'gà chiên', 'hoàng long', 'tám méng', 'giòn rụm']",2018-05-17,18:47:32
124,124,1482,,473027,0,Ku Tin bị thách đấu nhảy Vũ Điệu Cồng Chiêng,People & Blogs,,2016-07-11,18:05:39
125,125,1731,,1107055,0,Ku Tin “đập bàn tranh cãi” cực kì đáng yêu,People & Blogs,,2016-06-22,16:59:28
126,126,219837,,110258221,0,Ku Tin “đập bàn tranh cãi” cực kì đáng yêu,People & Blogs,"['Jollibee', 'Gà Giòn Vui Vẻ', 'khuyến mãi Jollibee', 'Jollibee Việt Nam', 'Chickenjoy', 'Ku Tin', 'Gà rán cho bé']",2016-06-04,23:48:16
127,127,73661,,16846007,3215,"Sơn Tùng M-TP ""đổ máu"" vì Gà giòn vui vẻ",People & Blogs,"['Son Tung M-TP', 'Sơn Tùng', 'gà giòn vui vè', 'gà chiên', 'gà rán', 'giòn da', 'chảy máu', 'Trọng khang', 'bé Tường', 'Tôi thấy hoa vàng trên có xanh', 'mỏng bột', 'rộn ràng', 'vui vẻ', 'anh em', 'fast food', 'thức ăn nhanh', 'gà giòn không mỡ', 'gà', 'Jollibee', 'Chicken', 'Food', 'Crunchy', 'giòn tan']",2015-11-12,11:03:22
128,128,4082,,1166277,126,Hậu trường quay clip “Gà giòn vui vẻ” của Sơn Tùng M-TP và bé Trọng Khang,People & Blogs,"['Jollibee', 'Sơn Tùng', 'Son Tung', 'bé Tường', 'gà', 'gà rán', 'gà chiên', 'thức ăn nhanh', 'Tôi thấy hoa vàng trên cỏ xanh', 'Trọng Khang', 'mỏng bột', 'ngon rộn rã', 'giòn da', 'gà giòn vui vẻ', 'Son Tung M-TP']",2015-11-11,11:58:46
129,129,6639,,1597904,0,Sơn Tùng và Trọng Khang thưởng thức Gà Giòn Vui Vẻ tại Jollibee,People & Blogs,"['Jollibee', 'gà', 'gà rán', 'gà chiên', 'gà giòn vui vẻ', 'Giòn da', 'mỏng bột', 'ngon rộn rã', 'Sơn Tùng', 'Trọng Khang', 'Tường', 'jollibee viet nam', 'jollibee vietnam']",2015-11-02,18:21:20
130,130,56,,12699,0,"Jollibee - Gà Giòn Vui Vẻ - Ngoài giòn rụm, trong thấm mềm",Entertainment,,2022-10-03,15:36:25
131,131,56,,13652,0,"Bụng đói chẳng cần đi xa, gọi gà giòn Jollibee ăn ngon mọi lúc, vui mọi nơi",Entertainment,,2022-10-01,10:00:30
132,132,123,,20383,0,"Jollibee - Gà Giòn Vui Vẻ - Ngoài giòn rụm, trong thấm mềm - Câu chuyện gia đình",Entertainment,"['jollibeevietnam', 'jollibee', 'gagionvuive', 'jollifan', 'jollibeeapp', 'family', 'gagion', 'giadinh', 'chickenjoy']",2022-08-01,17:59:23
133,133,69,,13039,0,"Jollibee - Gà Giòn Vui Vẻ - Ngoài giòn rụm, trong thấm mềm - Câu chuyện bạn bè",Entertainment,"['jollibee', 'jollibeevietnam', 'gagionvuive', 'jollifan', 'chickenjoy', 'jollibeeapp', 'friend']",2022-08-01,17:59:20
134,134,168,,27329,24,JOLLIBEE - Chào mừng cửa hàng thứ 150 tại Thành phố Đà Nẵng,Entertainment,"['jollibee', 'jollibeevietnam', 'gagionvuive', 'myysotbobam', 'jollifan', 'grandopening', 'cuahang150']",2022-06-11,16:53:26
135,135,523,,131310,32,"JOLLIBEE - No phủ phê, ngon quên lối về với Combo “CẶP ĐÔI ĂN Ý” cho toàn khu vực miền Nam",Entertainment,"['jollibee', 'jollibee viet nam', 'do an nhanh', 'fast food', 'ga ran', 'ga gion vui ve', 'combo 139K', 'cap doi an y', 'quang cao ga ran', 'kfc', 'lotteria', 'popeyes', 'thuc an nhanh', 'cach lam ga ran', 'cach lam my y']",2021-03-17,22:31:22
136,136,277,,88945,6,"JOLLIBEE - No phủ phê, ngon quên lối về với Combo “CẶP ĐÔI ĂN Ý” cho khu vực miền Bắc & miền Trung",Entertainment,"['jollibee', 'jollibeevietnam', 'combo139k', 'capdoiany', 'GaGionVuiVe', 'jollibee viet nam', 'ga ran', 'fast food', 'kfc', 'lotteria', 'popeyes', 'ga gion vui ve', 'my y sot bo bam', 'cap doi an y', 'thuc anh nhanh', 'cach lam ga ran', 'cach lam my y']",2021-03-17,13:00:36
137,137,620,,174339,25,"Jollibee - Gà Giòn Vui Vẻ - Woww ngon giòn rụm, tuyệt vời!",Entertainment,"['jollibee', 'jollibee vietnam', 'chickenjoy', 'ga gion vui ve', 'quang cao hay', 'quang cao cho be', 'ga ran', 'KFC', 'Lotteria', 'KFC Vietnam', 'Lotteria Vietnam', 'Popeyes Vietnam', 'Ga ran popeyes', 'ga gion', 'da gion']",2019-10-25,17:17:36
138,138,409,,115086,21,"Jollibee - Gà Giòn Vui Vẻ - Vừa thơm, da giòn rụm, ăn rất ngon!",Entertainment,"['jollibee', 'jollibee vietnam', 'chickenjoy', 'ga gion vui ve', 'quang cao hay', 'quang cao cho be', 'ga ran', 'KFC', 'Lotteria', 'KFC Vietnam', 'Lotteria Vietnam', 'Popeyes Vietnam', 'Ga ran popeyes', 'ga gion', 'da gion']",2019-10-25,17:13:41
139,139,342,,83489,10,"JOLLIBEE - GÀ GIÒN VUI VẺ - TRIỆU NGƯỜI ĂN, TRIỆU NGƯỜI YÊU",Entertainment,"['GÀ RÁN', 'jollibee', 'gà chiên', 'gà giòn', 'gà giòn vui vẻ', 'jollibee việt nam', 'jollibee philippines', 'KFC', 'KFC vietnam', 'Lotteria', 'fast food', 'thức ăn nhanh', 'quảng cáo mới']",2019-08-02,12:07:15
140,140,498,,890267,23,"JOLLIBEE - Gà Giòn Vui Vẻ - Triệu người ăn, Triệu người yêu",Entertainment,"['gà rán', 'gà giòn vui vẻ', 'jollibee', 'kfc', 'popeyes', 'quảng cáo vui', 'quảng cáo hay', 'lotteria', 'gà giòn', 'giòn rụm']",2019-07-26,14:05:08
141,141,469,,1665235,33,Khảo sát bí ẩn... và kết quả JOLLIBEE - Gà Giòn Vui Vẻ ngon bất ngờ!!!,Entertainment,"['gà rán', 'gà giòn', 'chickenjoy', 'jollibee', 'kfc', 'popeyes', 'lotteria', 'mcdonalds', 'mcdo', 'jollibee việt nam', 'jollibee philippines', 'triệu người ăn', 'triệu người yêu', 'quảng cáo vui', 'quảng cáo', 'quảng cáo cho bé', 'quảng cáo hay']",2019-07-13,06:19:46
142,142,2210,,10038359,75,"Jollibee - Gà Giòn Vui Vẻ - Ngon giòn rụm, bừng vị vui",Entertainment,"['chickenjoy', 'jollibee việt nam', 'jollibee vietnam', 'jollibeevn', 'gà giòn vui vẻ', 'gà rán', 'gà chiên', 'quảng cáo cho bé', 'quảng cáo vui', 'nhạc thiếu nhi', 'kfc', 'lotteria', 'mẹ và bé', 'nhạc gia đình', 'bài hát cho bé', 'ngon giòn rụm', 'bừng vị vui']",2019-04-15,14:03:04
